,Unnamed: 0,Trial,AoI,Onset,Offset,Duration,Feature,Block
0,0,1,10.0,0.056,0.068,0.012,10.0,1
1,1,1,6.0,0.072,0.088,0.0159999999999999,2.0,1
2,2,1,5.0,0.092,0.12,0.0279999999999999,7.0,1
3,3,1,4.0,0.124,0.328,0.204,5.0,1
4,4,1,5.0,0.332,0.336,0.004,7.0,1
5,6,1,2.0,0.344,0.372,0.0279999999999999,8.0,1
6,7,1,3.0,0.376,0.6,0.2239999999999999,1.0,1
7,9,1,6.0,0.608,0.84,0.2319999999999999,2.0,1
8,10,1,5.0,0.844,1.496,0.652,7.0,1
9,21,2,4.0,0.0,0.184,0.184,4.0,1
10,23,2,2.0,0.192,0.404,0.212,7.0,1
11,24,2,3.0,0.408,0.532,0.124,2.0,1
12,25,2,2.0,0.536,0.552,0.016,7.0,1
13,26,2,1.0,0.556,0.812,0.256,5.0,1
14,27,2,2.0,0.8160000000000001,0.8200000000000001,0.004,7.0,1
15,29,2,10.0,0.8280000000000001,0.8320000000000001,0.004,10.0,1
16,30,2,10.0,0.956,0.976,0.0199999999999999,10.0,1
17,31,2,3.0,0.98,1.004,0.024,2.0,1
18,32,2,2.0,1.008,1.032,0.024,7.0,1
19,34,2,2.0,1.04,1.06,0.02,7.0,1
20,35,2,3.0,1.064,1.108,0.044,2.0,1
21,62,3,1.0,0.0,0.192,0.192,4.0,1
22,63,3,10.0,0.196,0.2,0.004,10.0,1
23,64,3,1.0,0.204,0.208,0.004,4.0,1
24,65,3,10.0,0.212,0.216,0.004,10.0,1
25,67,3,10.0,0.224,0.236,0.012,10.0,1
26,68,3,4.0,0.24,0.252,0.012,5.0,1
27,69,3,5.0,0.256,0.424,0.1679999999999999,9.0,1
28,71,3,2.0,0.432,0.64,0.208,7.0,1
29,72,3,3.0,0.644,0.8,0.156,3.0,1
30,73,3,6.0,0.804,1.0,0.1959999999999999,2.0,1
31,74,3,10.0,1.004,1.008,0.004,10.0,1
32,75,3,2.0,1.012,1.492,0.48,7.0,1
33,87,4,5.0,0.0,0.208,0.208,8.0,1
34,88,4,6.0,0.212,0.38,0.168,2.0,1
35,89,4,10.0,0.384,0.388,0.004,10.0,1
36,90,4,6.0,0.392,0.512,0.12,2.0,1
37,116,5,4.0,0.0,0.252,0.252,4.0,1
38,120,5,10.0,0.348,0.364,0.0159999999999999,10.0,1
39,121,5,6.0,0.368,0.38,0.012,2.0,1
40,122,5,5.0,0.384,0.68,0.296,7.0,1
41,123,5,6.0,0.684,1.08,0.396,2.0,1
42,150,6,5.0,0.0,0.504,0.504,7.0,1
43,151,6,10.0,0.508,0.512,0.004,10.0,1
44,152,6,9.0,0.516,0.752,0.236,2.0,1
45,154,6,5.0,0.76,0.992,0.2319999999999999,7.0,1
46,156,6,8.0,1.0,1.48,0.48,9.0,1
47,180,7,4.0,0.0,0.24,0.24,6.0,1
48,181,7,5.0,0.244,0.26,0.016,7.0,1
49,183,7,9.0,0.268,0.804,0.536,2.0,1
50,208,8,10.0,0.0,0.048,0.048,10.0,1
51,209,8,4.0,0.052,0.264,0.212,5.0,1
52,210,8,5.0,0.268,0.492,0.2239999999999999,7.0,1
53,234,9,10.0,0.0,0.216,0.216,10.0,1
54,235,9,8.0,0.22,0.232,0.012,8.0,1
55,237,9,9.0,0.24,0.416,0.176,3.0,1
56,238,9,10.0,0.42,0.44,0.02,10.0,1
57,239,9,8.0,0.444,0.744,0.3,8.0,1
58,240,9,7.0,0.748,1.184,0.4359999999999999,6.0,1
59,278,10,5.0,0.0,0.076,0.076,8.0,1
60,279,10,10.0,0.08,0.084,0.004,10.0,1
61,280,10,2.0,0.088,0.092,0.004,7.0,1
62,281,10,10.0,0.096,0.248,0.152,10.0,1
63,283,10,6.0,0.256,0.736,0.48,1.0,1
64,304,11,5.0,0.0,0.216,0.216,9.0,1
65,306,11,3.0,0.224,0.404,0.18,2.0,1
66,307,11,2.0,0.408,0.596,0.1879999999999999,7.0,1
67,309,11,3.0,0.604,0.608,0.004,2.0,1
68,310,11,2.0,0.612,0.632,0.02,7.0,1
69,312,11,1.0,0.64,0.988,0.348,5.0,1
70,343,12,4.0,0.0,0.3,0.3,5.0,1
71,344,12,5.0,0.304,0.468,0.164,7.0,1
72,345,12,3.0,0.472,0.944,0.472,2.0,1
73,346,12,2.0,0.948,1.144,0.196,9.0,1
74,348,12,10.0,1.152,1.156,0.0039999999999997,10.0,1
75,361,13,2.0,0.0,0.272,0.272,9.0,1
76,362,13,3.0,0.276,0.488,0.2119999999999999,2.0,1
77,363,13,2.0,0.492,0.988,0.496,9.0,1
78,391,14,10.0,0.0,0.24,0.24,10.0,1
79,392,14,5.0,0.244,0.252,0.008,9.0,1
80,394,14,5.0,0.26,0.3,0.0399999999999999,9.0,1
81,396,14,8.0,0.308,0.84,0.532,7.0,1
82,419,15,10.0,0.0,0.016,0.016,10.0,1
83,420,15,4.0,0.02,0.224,0.204,5.0,1
84,421,15,5.0,0.228,0.428,0.1999999999999999,7.0,1
85,423,15,6.0,0.436,1.156,0.72,2.0,1
86,446,16,5.0,0.0,0.256,0.256,8.0,1
87,448,16,2.0,0.264,0.412,0.148,7.0,1
88,450,16,5.0,0.42,0.424,0.004,8.0,1
89,452,16,9.0,0.432,0.716,0.284,2.0,1
90,453,16,10.0,0.72,0.728,0.008,10.0,1
91,454,16,10.0,0.8320000000000001,0.908,0.0759999999999999,10.0,1
92,455,16,8.0,0.912,1.12,0.208,9.0,1
93,456,16,7.0,1.124,1.452,0.3279999999999998,4.0,1
94,498,17,10.0,0.0,0.02,0.02,10.0,1
95,499,17,2.0,0.024,0.06,0.036,7.0,1
96,500,17,10.0,0.064,0.088,0.0239999999999999,10.0,1
97,501,17,2.0,0.092,0.452,0.36,7.0,1
98,503,17,6.0,0.46,0.8320000000000001,0.372,2.0,1
99,527,18,5.0,0.0,0.248,0.248,9.0,1
100,528,18,10.0,0.252,0.256,0.004,10.0,1
101,529,18,9.0,0.26,0.896,0.636,2.0,1
102,564,19,5.0,0.0,0.216,0.216,9.0,1
103,566,19,1.0,0.224,0.24,0.0159999999999999,5.0,1
104,567,19,2.0,0.244,0.252,0.008,8.0,1
105,568,19,1.0,0.256,0.268,0.012,5.0,1
106,569,19,10.0,0.272,0.292,0.0199999999999999,10.0,1
107,570,19,2.0,0.296,0.42,0.124,8.0,1
108,573,19,3.0,0.432,0.656,0.224,2.0,1
109,574,19,2.0,0.66,1.26,0.6,8.0,1
110,589,20,5.0,0.0,0.252,0.252,9.0,1
111,591,20,3.0,0.26,0.476,0.216,2.0,1
112,592,20,2.0,0.48,1.324,0.8440000000000001,7.0,1
113,618,21,10.0,0.056,0.068,0.012,10.0,1
114,619,21,6.0,0.072,0.084,0.0119999999999999,3.0,1
115,620,21,5.0,0.088,0.32,0.232,9.0,1
116,623,21,1.0,0.332,0.34,0.008,4.0,1
117,625,21,2.0,0.348,0.6920000000000001,0.344,8.0,1
118,626,21,10.0,0.6960000000000001,0.7000000000000001,0.004,10.0,1
119,627,21,2.0,0.704,0.72,0.016,8.0,1
120,629,21,2.0,0.728,0.736,0.008,8.0,1
121,630,21,10.0,0.74,0.748,0.008,10.0,1
122,632,21,10.0,0.756,0.808,0.052,10.0,1
123,633,21,2.0,0.812,0.8240000000000001,0.012,8.0,1
124,634,21,3.0,0.8280000000000001,1.016,0.1879999999999999,2.0,1
125,635,21,10.0,1.02,1.528,0.508,10.0,1
126,653,22,10.0,0.016,0.028,0.012,10.0,1
