,Unnamed: 0,Trial,AoI,Onset,Offset,Duration,Feature,Block
0,0,1,9.0,0.116,0.132,0.016,9.0,1
1,1,1,10.0,0.136,0.236,0.1,10.0,1
2,4,1,4.0,0.248,0.412,0.164,3.0,1
3,5,1,10.0,0.416,0.884,0.4679999999999999,10.0,1
4,45,2,5.0,0.0,0.804,0.804,5.0,1
5,70,3,5.0,0.0,0.248,0.248,4.0,1
6,71,3,10.0,0.252,0.436,0.184,10.0,1
7,72,3,2.0,0.44,0.472,0.032,6.0,1
8,73,3,3.0,0.476,0.58,0.1039999999999999,9.0,1
9,75,3,6.0,0.588,0.596,0.008,7.0,1
10,76,3,10.0,0.6,0.604,0.004,10.0,1
11,77,3,9.0,0.608,0.636,0.028,8.0,1
12,78,3,10.0,0.64,0.716,0.0759999999999999,10.0,1
13,79,3,9.0,0.72,0.724,0.004,8.0,1
14,80,3,8.0,0.728,1.836,1.108,5.0,1
15,96,4,5.0,0.0,0.224,0.224,4.0,1
16,97,4,10.0,0.228,0.28,0.052,10.0,1
17,98,4,4.0,0.284,0.288,0.004,1.0,1
18,99,4,10.0,0.292,0.404,0.112,10.0,1
19,100,4,2.0,0.408,1.048,0.64,6.0,1
20,136,5,10.0,0.0,0.004,0.004,10.0,1
21,137,5,4.0,0.008,0.04,0.032,1.0,1
22,138,5,10.0,0.044,0.068,0.024,10.0,1
23,139,5,5.0,0.072,0.264,0.192,6.0,1
24,140,5,10.0,0.268,0.272,0.004,10.0,1
25,141,5,1.0,0.276,0.408,0.132,2.0,1
26,143,5,4.0,0.416,0.424,0.0079999999999999,1.0,1
27,144,5,10.0,0.428,0.432,0.004,10.0,1
28,145,5,4.0,0.436,0.5760000000000001,0.14,1.0,1
29,147,5,10.0,0.584,0.588,0.004,10.0,1
30,148,5,8.0,0.592,0.604,0.012,4.0,1
31,149,5,9.0,0.608,0.724,0.1159999999999999,9.0,1
32,150,5,8.0,0.728,0.736,0.008,4.0,1
33,152,5,7.0,0.744,1.16,0.4159999999999999,3.0,1
34,191,6,5.0,0.0,0.248,0.248,6.0,1
35,192,6,10.0,0.252,0.256,0.004,10.0,1
36,193,6,2.0,0.26,0.36,0.0999999999999999,4.0,1
37,195,6,5.0,0.368,2.432,2.064,6.0,1
38,209,7,10.0,0.0,0.22,0.22,10.0,1
39,210,7,2.0,0.224,0.4,0.176,6.0,1
40,211,7,1.0,0.404,0.624,0.2199999999999999,2.0,1
41,212,7,2.0,0.628,1.016,0.388,6.0,1
42,246,8,10.0,0.0,0.172,0.172,10.0,1
43,247,8,9.0,0.176,0.28,0.104,7.0,1
44,249,8,6.0,0.288,0.3,0.0119999999999999,8.0,1
45,251,8,6.0,0.308,0.428,0.12,8.0,1
46,252,8,5.0,0.432,0.956,0.524,5.0,1
47,263,9,10.0,0.0,0.188,0.188,10.0,1
48,264,9,8.0,0.192,0.924,0.732,6.0,1
49,290,10,5.0,0.0,0.856,0.856,6.0,1
50,315,11,10.0,0.0,0.236,0.236,10.0,1
51,316,11,5.0,0.24,0.336,0.096,4.0,1
52,317,11,10.0,0.34,0.344,0.004,10.0,1
53,318,11,8.0,0.348,2.308,1.96,6.0,1
54,335,12,5.0,0.0,0.252,0.252,5.0,1
55,336,12,10.0,0.256,0.26,0.004,10.0,1
56,337,12,2.0,0.264,2.348,2.084,6.0,1
57,352,13,5.0,0.0,1.2,1.2,6.0,1
58,369,14,2.0,0.0,0.42,0.42,6.0,1
59,370,14,1.0,0.424,0.524,0.1,1.0,1
60,371,14,10.0,0.528,0.532,0.004,10.0,1
61,372,14,5.0,0.536,1.268,0.732,5.0,1
62,397,15,5.0,0.0,0.284,0.284,5.0,1
63,399,15,8.0,0.292,0.512,0.22,6.0,1
