,Unnamed: 0,Trial,AoI,Onset,Offset,Duration,Feature,Block
0,29,2,5.0,0.0,0.212,0.212,2.0,1
1,30,2,10.0,0.216,0.22,0.004,10.0,1
2,31,2,2.0,0.224,0.604,0.38,3.0,1
3,32,2,10.0,0.608,0.736,0.128,10.0,1
4,45,3,10.0,0.0,0.016,0.016,10.0,1
5,46,3,5.0,0.02,0.252,0.232,2.0,1
6,47,3,6.0,0.256,0.268,0.012,8.0,1
7,48,3,10.0,0.272,0.276,0.004,10.0,1
8,49,3,5.0,0.28,0.6880000000000001,0.408,2.0,1
9,65,4,5.0,0.0,1.0,1.0,2.0,1
10,66,4,6.0,1.004,1.012,0.008,7.0,1
11,67,4,10.0,1.016,1.024,0.008,10.0,1
12,68,4,10.0,1.048,1.068,0.02,10.0,1
13,69,4,6.0,1.072,1.084,0.012,7.0,1
14,71,4,5.0,1.092,1.136,0.044,2.0,1
15,73,4,4.0,1.144,1.476,0.3319999999999998,6.0,1
16,89,5,5.0,0.0,0.36,0.36,1.0,1
17,90,5,10.0,0.364,0.368,0.004,10.0,1
18,91,5,8.0,0.372,1.124,0.7520000000000001,2.0,1
19,106,6,5.0,0.0,0.652,0.652,2.0,1
20,122,7,5.0,0.0,0.5680000000000001,0.5680000000000001,2.0,1
21,124,7,5.0,0.5760000000000001,0.604,0.0279999999999999,2.0,1
22,126,7,5.0,0.612,0.632,0.02,2.0,1
23,127,7,10.0,0.636,0.752,0.1159999999999999,10.0,1
24,140,8,5.0,0.0,0.312,0.312,2.0,1
25,141,8,6.0,0.316,0.728,0.412,9.0,1
26,142,8,5.0,0.732,1.28,0.548,2.0,1
27,155,9,10.0,0.0,0.096,0.096,10.0,1
28,156,9,6.0,0.1,0.424,0.3239999999999999,7.0,1
29,158,9,5.0,0.432,0.44,0.008,1.0,1
30,159,9,10.0,0.444,0.452,0.008,10.0,1
31,160,9,2.0,0.456,1.076,0.6200000000000001,2.0,1
32,180,10,5.0,0.0,0.86,0.86,3.0,1
33,181,10,10.0,0.864,0.876,0.012,10.0,1
34,182,10,4.0,0.88,0.984,0.1039999999999999,6.0,1
35,183,10,10.0,0.988,1.06,0.072,10.0,1
36,185,10,7.0,1.068,1.312,0.244,5.0,1
37,196,11,5.0,0.0,0.788,0.788,3.0,1
38,213,12,5.0,0.0,0.296,0.296,1.0,1
39,215,12,8.0,0.304,0.5640000000000001,0.26,2.0,1
40,230,13,5.0,0.0,4.008,4.008,1.0,1
41,231,14,5.0,0.0,2.5,2.5,3.0,1
42,244,15,5.0,0.0,0.528,0.528,1.0,1
43,245,15,10.0,0.532,0.548,0.016,10.0,1
44,246,15,4.0,0.552,0.896,0.344,4.0,1
45,261,16,5.0,0.0,0.464,0.464,2.0,1
46,262,16,10.0,0.468,0.5,0.0319999999999999,10.0,1
47,263,16,4.0,0.504,0.508,0.004,5.0,1
48,265,16,5.0,0.516,1.18,0.6639999999999999,2.0,1
49,274,17,5.0,0.0,0.516,0.516,3.0,1
50,275,17,10.0,0.52,0.552,0.032,10.0,1
51,276,17,5.0,0.556,0.56,0.004,3.0,1
52,278,17,7.0,0.5680000000000001,0.5720000000000001,0.004,4.0,1
53,280,17,7.0,0.58,0.88,0.3,4.0,1
54,282,17,5.0,0.888,0.896,0.008,3.0,1
55,283,17,10.0,0.9,0.904,0.004,10.0,1
56,284,17,4.0,0.908,1.468,0.5599999999999999,6.0,1
57,327,18,5.0,0.0,0.912,0.912,2.0,1
58,348,19,5.0,0.0,0.412,0.412,2.0,1
59,349,19,10.0,0.416,0.448,0.0319999999999999,10.0,1
60,350,19,4.0,0.452,1.044,0.5920000000000001,4.0,1
61,363,20,5.0,0.0,0.608,0.608,3.0,1
62,364,20,10.0,0.612,0.6920000000000001,0.08,10.0,1
63,365,20,4.0,0.6960000000000001,0.78,0.0839999999999999,5.0,1
64,366,20,10.0,0.784,0.864,0.0799999999999999,10.0,1
65,367,20,5.0,0.868,0.872,0.004,3.0,1
66,368,20,10.0,0.876,0.884,0.008,10.0,1
67,369,20,5.0,0.888,1.664,0.7760000000000001,3.0,1
68,375,21,1.0,0.0,0.88,0.88,4.0,1
69,376,21,10.0,0.884,0.892,0.008,10.0,1
70,377,21,5.0,0.896,1.584,0.6880000000000001,3.0,1
71,392,22,5.0,0.0,0.728,0.728,1.0,1
