Trial,Block,Subj,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,TotalLookingTime
1,1,23,0.0,0.6559999999999999,0.0,0.0,0.3640000000000003,0.0,1.004,0.0,0.0,0.352,2.376
1,1,26,0.0,0.0,0.1960000000000001,0.0,0.0,0.2279999999999997,0.47199999999999986,0.0,0.0,0.4120000000000003,1.3079999999999998
1,1,27,0.0,0.0,1.1599999999999995,0.0,0.028,0.0,0.0,0.0,1.2840000000000007,0.168,2.6400000000000006
1,1,28,0.9359999999999997,0.0,0.0,0.0,0.23599999999999988,0.0,0.0,0.0,0.6280000000000001,0.5640000000000005,2.3640000000000003
1,1,29,0.1959999999999999,0.0,0.08,0.0,0.1520000000000005,0.0,0.5399999999999998,0.0,0.6480000000000001,0.0999999999999995,1.7159999999999997
1,1,30,0.0,0.0,0.4560000000000008,0.7279999999999994,0.0,0.0,0.0,0.008,0.0,0.1039999999999997,1.2959999999999998
1,1,31,0.0,0.8519999999999998,0.0,0.0,2.096,0.0,0.0,0.0,0.0,0.128,3.076
1,1,34,0.0,0.8279999999999997,0.0,0.024,0.0,0.0,0.5960000000000005,0.0,0.2760000000000002,0.3000000000000002,2.024000000000001
1,1,35,0.004,0.712,0.0,0.0,1.144,0.2680000000000002,0.0,0.41199999999999964,0.008,0.02,2.568
1,1,36,0.0,1.5280000000000007,0.0,0.0,0.0,0.672,0.0,0.024,0.0,0.2639999999999996,2.4880000000000004
1,1,37,0.0,0.1440000000000001,0.008,0.0,0.22799999999999973,0.6000000000000001,0.0,0.1560000000000001,0.0,0.1679999999999996,1.3039999999999998
1,1,38,0.5079999999999999,0.0,0.0,0.0,0.0920000000000005,1.3640000000000003,0.0,0.0,0.3239999999999997,0.2919999999999995,2.58
1,1,39,0.0,0.5480000000000002,0.0,0.0,0.2239999999999997,0.0,0.0,0.0,2.192,0.032,2.996
1,1,40,0.0,0.6159999999999999,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.012,0.6359999999999999
1,1,41,0.1560000000000001,0.0,0.0,0.0,1.2160000000000002,0.7080000000000002,0.0,0.3719999999999999,0.0,0.016,2.4680000000000004
