,Unnamed: 0,Trial,AoI,Onset,Offset,Duration,Feature,Block
0,0,1,10.0,0.0,0.144,0.144,10.0,1
1,1,1,6.0,0.148,0.156,0.008,8.0,1
2,2,1,5.0,0.16,0.168,0.008,2.0,1
3,3,1,4.0,0.172,0.284,0.112,5.0,1
4,5,1,5.0,0.292,2.308,2.016,2.0,1
5,26,2,8.0,0.0,0.28,0.28,3.0,1
6,27,2,10.0,0.284,0.288,0.004,10.0,1
7,28,2,5.0,0.292,0.3,0.008,1.0,1
8,29,2,10.0,0.304,0.308,0.004,10.0,1
9,30,2,2.0,0.312,0.32,0.008,2.0,1
10,31,2,10.0,0.324,0.332,0.008,10.0,1
11,32,2,2.0,0.336,0.428,0.0919999999999999,2.0,1
12,33,2,10.0,0.432,0.436,0.004,10.0,1
13,34,2,5.0,0.44,0.444,0.004,1.0,1
14,35,2,10.0,0.448,0.452,0.004,10.0,1
15,36,2,8.0,0.456,2.2880000000000003,1.8320000000000003,3.0,1
16,48,3,4.0,0.0,0.236,0.236,6.0,1
17,49,3,10.0,0.24,0.244,0.004,10.0,1
18,50,3,2.0,0.248,0.532,0.284,1.0,1
19,51,3,1.0,0.536,1.184,0.6479999999999999,4.0,1
20,67,4,4.0,0.0,0.528,0.528,6.0,1
21,68,4,10.0,0.532,0.536,0.004,10.0,1
22,69,4,1.0,0.54,0.764,0.2239999999999999,5.0,1
23,70,4,10.0,0.768,0.772,0.004,10.0,1
24,71,4,4.0,0.776,0.932,0.156,6.0,1
25,92,5,8.0,0.004,0.008,0.004,2.0,1
26,93,5,10.0,0.012,0.02,0.008,10.0,1
27,94,5,8.0,0.024,0.04,0.016,2.0,1
28,95,5,10.0,0.044,0.072,0.028,10.0,1
29,96,5,8.0,0.076,0.18,0.104,2.0,1
30,97,5,10.0,0.184,0.188,0.004,10.0,1
31,99,5,10.0,0.196,0.2,0.004,10.0,1
32,101,5,10.0,0.208,0.212,0.0039999999999999,10.0,1
33,102,5,8.0,0.216,0.22,0.004,2.0,1
34,103,5,10.0,0.224,0.252,0.0279999999999999,10.0,1
35,104,5,5.0,0.256,0.264,0.008,1.0,1
36,106,5,2.0,0.272,0.28,0.008,3.0,1
37,107,5,10.0,0.284,0.316,0.0319999999999999,10.0,1
38,108,5,5.0,0.32,0.324,0.004,1.0,1
39,109,5,10.0,0.328,0.34,0.012,10.0,1
40,111,5,10.0,0.348,0.404,0.0559999999999999,10.0,1
41,112,5,8.0,0.408,0.416,0.008,2.0,1
42,113,5,7.0,0.42,0.984,0.5640000000000001,4.0,1
