,Unnamed: 0,Trial,AoI,Onset,Offset,Duration,Feature,Block
0,0,1,10.0,0.036,0.056,0.0199999999999999,10.0,1
1,1,1,4.0,0.06,0.256,0.196,3.0,1
2,2,1,10.0,0.26,0.444,0.184,10.0,1
3,3,1,1.0,0.448,0.656,0.208,1.0,1
4,4,1,10.0,0.66,0.664,0.004,10.0,1
5,5,1,4.0,0.668,1.384,0.7160000000000001,3.0,1
6,24,2,4.0,0.0,0.268,0.268,3.0,1
7,26,2,7.0,0.276,0.66,0.384,2.0,1
8,27,2,8.0,0.664,1.212,0.5479999999999999,5.0,1
9,44,3,4.0,0.0,0.12,0.12,2.0,1
10,45,3,10.0,0.124,0.228,0.104,10.0,1
11,46,3,4.0,0.232,0.488,0.256,2.0,1
12,48,3,5.0,0.496,1.808,1.312,4.0,1
13,55,4,10.0,0.0,0.5,0.5,10.0,1
14,57,4,10.0,0.508,0.512,0.004,10.0,1
15,58,4,7.0,0.672,0.684,0.012,2.0,1
16,59,4,10.0,0.6880000000000001,0.772,0.0839999999999999,10.0,1
17,60,4,8.0,0.776,0.96,0.1839999999999999,4.0,1
18,80,5,4.0,0.0,0.296,0.296,3.0,1
19,81,5,10.0,0.3,0.308,0.008,10.0,1
20,82,5,4.0,0.312,0.32,0.008,3.0,1
21,83,5,10.0,0.324,0.376,0.0519999999999999,10.0,1
22,84,5,5.0,0.38,0.424,0.0439999999999999,4.0,1
23,85,5,10.0,0.428,0.432,0.004,10.0,1
24,86,5,1.0,0.436,0.48,0.0439999999999999,2.0,1
25,87,5,10.0,0.484,0.532,0.048,10.0,1
26,88,5,2.0,0.536,1.236,0.7,6.0,1
27,106,6,4.0,0.0,0.5,0.5,1.0,1
28,108,6,7.0,0.508,1.652,1.144,2.0,1
29,119,7,4.0,0.0,1.008,1.008,2.0,1
30,124,8,4.0,0.0,0.5,0.5,2.0,1
31,126,8,5.0,0.508,1.192,0.6839999999999999,4.0,1
32,132,9,4.0,0.0,0.376,0.376,1.0,1
33,134,9,7.0,0.384,2.316,1.932,2.0,1
34,141,10,5.0,0.0,2.376,2.376,5.0,1
