Trial,Block,Subj,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,TotalLookingTime
3,1,23,0.0,0.0,0.1800000000000001,0.0,0.0,0.0,0.8359999999999999,0.0,0.7520000000000002,0.0,1.7680000000000002
3,1,26,0.0,0.2999999999999998,0.0,0.508,0.0,0.0,0.0,0.0,0.1560000000000001,0.2719999999999998,1.2359999999999998
3,1,27,0.0,0.008,0.4999999999999999,0.092,0.0,0.016,0.0439999999999995,0.4319999999999999,0.3919999999999998,0.18800000000000058,1.6719999999999997
3,1,28,0.0,0.0,0.2640000000000002,0.2159999999999997,0.0,0.0,0.064,0.0,0.0,0.3799999999999998,0.9239999999999996
3,1,29,0.0,0.0,0.048,0.0,0.5960000000000005,0.0,0.0,0.0,0.1679999999999995,0.068,0.8800000000000001
3,1,30,0.0,1.2120000000000002,0.0,0.0199999999999995,0.0,0.0,0.0,0.0,0.0,0.2840000000000002,1.516
3,1,31,0.0,0.028,0.04,0.1760000000000001,0.1800000000000001,0.6440000000000001,0.2240000000000002,0.0,0.028,0.068,1.3880000000000008
3,1,34,0.004,0.028,0.0,0.0,0.012,0.0,0.972,0.0,0.5280000000000005,0.032,1.5760000000000005
3,1,35,0.2040000000000001,0.012,0.0,0.1719999999999997,0.0,0.1160000000000001,0.0,0.012,0.4400000000000003,0.32800000000000024,1.2840000000000005
3,1,36,0.0,0.0,0.004,0.0,0.0,0.4600000000000004,0.0,0.0,0.2320000000000002,0.052000000000000005,0.7480000000000007
3,1,37,0.008,0.0,0.2280000000000002,0.7879999999999997,0.0,0.39600000000000035,0.0,0.0,0.0,0.036000000000000004,1.4560000000000004
3,1,38,0.0,0.0,0.0,0.048,0.0,0.012,0.0,0.21200000000000058,1.0,0.016,1.2880000000000007
3,1,39,0.0,0.0,0.012,0.0400000000000004,0.8040000000000003,0.0,0.5919999999999999,0.0,0.004,0.0,1.4520000000000006
3,1,40,0.0,0.0,0.932,0.0,0.0,0.0,0.0,0.0,0.0,0.1640000000000005,1.0960000000000005
3,1,41,0.0,0.0,0.0199999999999995,0.0,0.0,0.0,1.1480000000000006,0.0,0.0,0.2640000000000002,1.4320000000000004
3,1,42,0.0,0.0,0.0,0.0,0.0,0.6720000000000006,0.0,0.0,0.0,0.0079999999999995,0.68
3,1,43,0.2919999999999993,0.0,0.012,0.1000000000000005,0.4360000000000004,0.1800000000000001,0.0,0.2720000000000002,0.0,0.3839999999999994,1.6760000000000002
3,1,44,0.0,0.35599999999999976,0.0,0.41600000000000026,0.02,0.2319999999999997,0.0,0.012,0.45199999999999985,0.1960000000000001,1.6839999999999997
3,1,45,0.0,0.0,0.0,0.4319999999999994,0.0,0.0,0.4840000000000004,0.0,0.2160000000000001,0.156,1.2879999999999998
3,1,46,0.0,0.0,0.20800000000000007,0.0,0.3119999999999998,0.0,0.0,0.0,0.8320000000000003,0.0,1.352
3,1,47,0.0,0.1199999999999996,0.0,0.0,0.3560000000000003,0.004,0.0,0.5920000000000004,0.3240000000000003,0.1599999999999997,1.5560000000000003
3,1,49,0.0,0.1640000000000001,0.2160000000000002,0.5920000000000001,0.0,0.0,0.0,0.008,0.056,0.3160000000000002,1.3520000000000008
3,1,53,0.0,0.0,0.0,0.3160000000000003,0.3480000000000003,0.0,0.0,0.0,0.088,0.5159999999999999,1.2680000000000005
3,1,54,0.0,0.0,0.024,0.5440000000000005,0.944,0.0,0.012,0.0,0.0,0.012,1.5360000000000005
3,1,55,0.0,0.0,0.02,0.0,0.3240000000000003,0.0,0.012,0.0,0.0,0.06,0.4160000000000003
3,1,57,0.0,0.024,0.0,0.4480000000000004,0.0,0.0,0.5879999999999996,0.0,0.0,0.4440000000000004,1.5040000000000004
3,1,60,0.016,0.18400000000000008,0.0,0.6560000000000006,0.0,0.2160000000000001,0.0,0.0,0.0,0.1679999999999996,1.2400000000000002
3,1,61,0.0,0.3159999999999998,0.5840000000000005,0.1760000000000001,0.4160000000000003,0.0,0.0,0.0,0.1679999999999997,0.0,1.6600000000000006
3,1,62,0.0,0.0,0.0,0.7759999999999998,0.0,0.8840000000000003,0.0,0.0,0.0,0.0120000000000004,1.6720000000000006
3,1,63,0.0,0.0,0.0,0.0,0.0,0.0,1.9160000000000004,0.0,0.0,0.0,1.9160000000000004
3,1,67,0.0,0.6840000000000006,0.0,0.0,0.1,0.0,0.0,0.2439999999999997,0.0,0.096,1.1240000000000003
3,1,68,0.0579999999999998,0.0,0.0519999999999995,0.442,0.4380000000000001,0.6009999999999998,0.0,0.0,0.0,0.19899999999999912,1.7899999999999985
3,1,69,0.0,0.0,0.0,0.0,0.2000000000000001,0.0,0.6880000000000002,0.008,0.0,0.1880000000000001,1.0840000000000003
3,1,70,0.0,0.024,0.0,0.0,0.0,0.004,0.0,0.0,0.7560000000000002,0.6000000000000001,1.3840000000000003
3,1,71,0.0,0.0,0.0,0.0,0.41999999999999993,0.4720000000000004,0.02,0.0,0.5360000000000005,0.032,1.4800000000000009
4,1,23,0.0,0.3279999999999998,0.0,0.0,0.1280000000000005,0.0,0.0,0.956,0.0,0.04,1.4520000000000004
4,1,26,0.188,0.0,0.0,0.0,0.0,0.44399999999999984,0.0,0.0,0.24400000000000022,0.2560000000000002,1.1320000000000003
4,1,27,0.3239999999999998,0.004,0.024,0.0,0.04,0.0,0.0,0.3479999999999998,0.4759999999999998,0.43599999999999983,1.6519999999999992
4,1,28,0.2919999999999998,1.2520000000000002,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.2720000000000002,1.8200000000000003
4,1,29,0.0,0.04,0.004,0.0,0.0,0.0,0.0,0.4840000000000004,0.0,0.2600000000000002,0.7880000000000005
4,1,30,0.3320000000000003,0.004,0.0,0.7040000000000002,0.0,0.0,0.0,0.0,0.0,0.016,1.0560000000000005
4,1,31,0.0,0.6040000000000001,0.0,0.008,0.0,0.2399999999999997,0.2880000000000002,0.0,0.0,0.3560000000000003,1.4960000000000004
4,1,34,0.0,0.3520000000000003,0.556,0.028,0.492,0.0,0.0,0.0,0.0,0.028,1.4560000000000004
4,1,35,0.3279999999999998,0.0,0.012,0.1719999999999996,0.0,0.3839999999999998,0.02,0.3400000000000002,0.0,0.064,1.3199999999999994
4,1,36,0.0,0.1240000000000001,0.0,0.0,0.6919999999999995,0.0,0.4519999999999999,0.0,0.0,0.2279999999999997,1.4959999999999993
4,1,37,0.044,0.0,0.5959999999999995,0.0,0.0,0.7399999999999998,0.0,0.0,0.012,0.068,1.4599999999999995
4,1,38,0.0,0.0,0.0,0.0,0.0,1.1359999999999997,0.1600000000000001,0.0,0.0,0.008,1.3039999999999998
4,1,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25199999999999967,0.25199999999999967
4,1,40,0.6520000000000001,0.0,0.1479999999999997,0.0,0.0,0.0,0.008,0.0,0.0,0.2399999999999997,1.0479999999999996
4,1,41,0.4359999999999999,0.016,0.0,0.2240000000000002,0.0,0.02,0.4439999999999999,0.2399999999999997,0.0,0.1520000000000001,1.532
4,1,42,0.0,0.3160000000000003,0.0,0.0,0.4079999999999999,0.516,0.008,0.0,0.1320000000000001,0.10400000000000001,1.4840000000000004
4,1,43,0.8999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.7360000000000007,0.0,0.016,1.6520000000000006
4,1,44,0.0,0.1799999999999997,0.0,0.0,0.0,0.568,0.0,0.0,0.4079999999999999,0.032,1.1879999999999997
4,1,45,0.3960000000000003,0.0,0.0,0.0,0.0,0.3160000000000002,0.0,0.3639999999999999,0.0,0.4959999999999999,1.5720000000000005
4,1,46,0.0,0.0,0.02,0.0,0.3599999999999999,0.0,0.4720000000000004,0.0,0.6760000000000002,0.008,1.5360000000000005
4,1,47,0.0,0.2839999999999998,0.008,0.0,0.028,0.3999999999999999,0.0,0.6799999999999996,0.016,0.08,1.4959999999999996
4,1,49,0.0,0.9919999999999995,0.0,0.0,0.0,0.2160000000000002,0.14800000000000002,0.0,0.0,0.076,1.432
4,1,53,0.4559999999999999,0.0,0.0,0.0,0.0,0.4240000000000004,0.008,0.0,0.6000000000000001,0.032,1.5200000000000005
4,1,54,0.02,0.0,0.3600000000000003,0.4719999999999999,0.0,0.3799999999999999,0.008,0.0,0.024,0.04,1.3040000000000003
4,1,55,0.0,0.0,1.0879999999999996,0.0,0.0,0.2000000000000001,0.0,0.0,0.016,0.024,1.3279999999999998
4,1,57,0.0,0.2880000000000002,0.0,0.3959999999999998,0.0,0.0,0.0,0.7319999999999998,0.0,0.016,1.4319999999999997
4,1,60,0.068,0.0,0.0,0.2240000000000001,0.0,0.028,0.0,0.004,0.008,0.8799999999999999,1.212
4,1,61,0.8439999999999996,0.0,0.0,0.30800000000000016,0.0,0.0,0.5199999999999995,0.0,0.0,0.0,1.6719999999999993
4,1,62,0.0,0.0,0.0,0.0,0.0,0.1400000000000001,0.0,0.0,1.3960000000000004,0.0399999999999995,1.576
4,1,63,0.0,0.1599999999999997,0.0,0.0,0.2320000000000002,0.0,0.0,0.8000000000000003,0.008,0.12400000000000011,1.3240000000000003
4,1,67,0.0,0.044,0.0,0.0,0.0,0.1679999999999997,0.0,0.0,0.0,0.18,0.3919999999999997
4,1,68,0.0,0.0350000000000001,0.0,0.4349999999999999,0.6819999999999999,0.6280000000000001,0.0,0.0,0.0,0.1220000000000004,1.9020000000000004
4,1,69,0.0,0.496,0.0,0.0,0.0,0.0,0.0,0.5760000000000004,0.5319999999999996,0.004,1.608
4,1,70,0.4039999999999999,0.0,0.6480000000000001,0.0,0.0,0.3160000000000003,0.0,0.004,0.5679999999999996,0.004,1.944
4,1,71,0.004,0.0,0.1400000000000001,0.0,0.2560000000000002,0.0,0.0,0.5960000000000001,0.02,0.036000000000000004,1.0520000000000005
5,1,23,0.0,0.42799999999999977,0.0,0.5120000000000005,0.0,0.0,0.4559999999999999,0.0,0.0,0.02,1.4160000000000001
5,1,26,0.0,0.0,0.0,0.0,0.0,0.3759999999999999,0.0,0.4519999999999999,0.2359999999999997,0.1840000000000001,1.2479999999999998
5,1,27,0.1439999999999996,0.0,0.1920000000000001,0.0,0.30799999999999983,0.0,0.0,0.1360000000000001,0.6280000000000001,0.024,1.4319999999999997
5,1,28,0.0,0.0,0.4599999999999999,0.0,0.0,0.0,0.0,0.0,0.2880000000000002,0.3039999999999998,1.052
5,1,29,0.0,0.04,0.028,0.0,0.0,0.0,0.0,0.6959999999999997,0.0,0.112,0.8759999999999998
5,1,30,0.0,0.532,0.068,0.21599999999999972,0.0,0.1760000000000001,0.0,0.0,0.0,0.1720000000000001,1.164
5,1,31,0.0,0.0,0.156,0.1320000000000001,0.8439999999999999,0.0,0.1640000000000001,0.0,0.0,0.06,1.356
5,1,34,0.0,0.8080000000000003,0.0,0.1280000000000001,0.0,0.0,0.476,0.0,0.0,0.2599999999999997,1.6720000000000002
5,1,35,0.008,0.0,0.0,0.076,0.504,0.0,0.0,0.488,0.012,0.4479999999999994,1.5359999999999996
5,1,36,0.2279999999999997,0.6919999999999997,0.0,0.0,0.0,0.016,0.3599999999999999,0.0,0.0,0.2000000000000001,1.4959999999999996
5,1,37,0.0,0.016,0.0,0.4399999999999999,0.032,0.0,0.0,0.0,0.3840000000000003,0.524,1.3960000000000001
5,1,38,0.0,0.0,0.2320000000000002,0.0,0.2639999999999998,0.0,0.536,0.3879999999999998,0.0,0.02,1.44
5,1,39,0.6120000000000001,0.0,0.0,0.0,0.0,0.1480000000000001,0.5679999999999996,0.0,0.0,0.004,1.3319999999999999
5,1,40,0.2000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.6799999999999999,0.0,0.3719999999999993,1.2519999999999993
5,1,41,0.0,0.044,0.0,0.4199999999999998,0.2519999999999998,0.0,0.0,0.1,0.4359999999999999,0.244,1.4959999999999996
5,1,42,0.076,0.0,0.2120000000000002,0.0,0.0,0.6560000000000001,0.0,0.0,0.0,0.0279999999999995,0.9719999999999999
5,1,43,0.48,0.0,0.6679999999999997,0.0,0.0,0.104,0.0,0.0,0.0,0.0,1.2519999999999998
5,1,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7280000000000002,0.4279999999999999,1.1560000000000001
5,1,45,0.1880000000000001,0.0,0.0,0.0,0.064,0.0,0.7919999999999997,0.1600000000000001,0.0,0.1119999999999995,1.3159999999999994
5,1,46,0.0,0.0,0.1159999999999996,0.0,0.0,0.0,0.0,0.0,1.136,0.004,1.2559999999999996
5,1,47,0.0,0.932,0.056,0.0,0.0,0.0,0.0,0.008,0.6759999999999997,0.036000000000000004,1.7079999999999997
5,1,49,0.0,0.0,0.6519999999999997,0.032,0.0,0.2400000000000002,0.0,0.0,0.0,0.016,0.94
5,1,53,0.0,0.1719999999999997,0.0,0.0,0.0,0.532,0.8360000000000003,0.0,0.0,0.028,1.568
5,1,54,0.0,0.0,0.132,0.31600000000000017,0.0,0.6239999999999994,0.0,0.036000000000000004,0.2640000000000002,0.064,1.436
5,1,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.4399999999999999,0.4439999999999999
5,1,57,0.0,0.7039999999999997,0.1760000000000001,0.32799999999999985,0.0,0.0,0.26000000000000006,0.2919999999999998,0.0,0.032,1.7919999999999996
5,1,60,0.1199999999999996,0.016,0.012,0.35999999999999976,0.004,0.31199999999999983,0.0,0.0,0.012,0.3840000000000001,1.2199999999999993
5,1,61,0.0,0.4199999999999999,0.0,0.6600000000000001,0.3599999999999999,0.0,0.0,0.0,0.0,0.004,1.444
5,1,62,0.3480000000000003,0.0,0.0,0.0,0.5720000000000001,0.008,0.024,0.54,0.0,0.04,1.5320000000000005
5,1,63,0.5880000000000001,0.0,0.0,0.0,0.1480000000000001,0.0,0.0,0.0,0.54,0.012,1.2880000000000003
5,1,67,0.5920000000000001,0.6159999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.052,1.3159999999999998
5,1,68,0.0,0.0,0.0,0.6579999999999999,0.5589999999999996,0.5210000000000004,0.0,0.0,0.0,0.11199999999999871,1.8499999999999988
5,1,69,0.0,0.0,0.0,0.012,0.0,0.0559999999999996,0.4720000000000003,0.7240000000000002,0.016,0.2519999999999996,1.5319999999999998
5,1,70,0.5199999999999995,0.7959999999999998,0.0,0.0,0.032,0.0,0.0,0.008,0.0,0.35200000000000026,1.7079999999999997
5,1,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1,23,0.0,0.0,0.0,0.4159999999999998,0.2080000000000001,0.0,0.496,0.0,0.14800000000000002,0.2800000000000002,1.548
6,1,26,0.0,0.0,0.1960000000000001,0.0,0.2480000000000002,0.0,0.016,0.064,0.4359999999999999,0.2480000000000001,1.2080000000000002
6,1,27,0.0,0.0,0.3320000000000003,0.0,0.0,0.0,0.6839999999999997,0.0,0.3400000000000005,0.1919999999999996,1.548
6,1,28,0.4160000000000003,0.0,0.3959999999999999,0.064,0.0,0.3800000000000002,0.0,0.0,0.0,0.052000000000000005,1.3080000000000005
6,1,29,0.3319999999999998,0.0,0.032,0.0,0.0,0.0,0.3640000000000003,0.0,0.6160000000000001,0.028,1.3720000000000003
6,1,30,0.024,0.0,0.0,0.008,0.4679999999999999,0.0,0.0,0.0,0.0,0.2239999999999997,0.7239999999999995
6,1,31,0.2119999999999997,0.9400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.055999999999999994,0.0800000000000004,1.2880000000000003
6,1,34,0.0,0.3520000000000003,0.3480000000000003,0.0,0.7239999999999998,0.0,0.0,0.0,0.2160000000000002,0.004,1.6440000000000006
6,1,35,0.2079999999999997,0.0,0.0,0.6000000000000009,0.0,0.004,0.0,0.7199999999999996,0.0,0.032,1.5640000000000003
6,1,36,0.1959999999999997,0.0400000000000004,0.032,0.0,0.25199999999999967,0.0,0.0,0.0,0.0,0.5880000000000004,1.108
6,1,37,0.008,0.1880000000000005,0.0,0.0,0.0,0.5439999999999994,0.0,0.004,0.1560000000000001,0.3159999999999997,1.2159999999999997
6,1,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.012,0.0,0.4280000000000004,1.4400000000000004
6,1,39,0.0,0.0,0.0,0.0,0.5880000000000001,0.0,0.2399999999999997,0.3839999999999999,0.1360000000000005,0.008,1.3560000000000003
6,1,40,0.0,0.7280000000000001,0.004,0.0,0.0,0.0,0.4200000000000004,0.2079999999999997,0.0,0.012,1.3720000000000003
6,1,41,0.25600000000000006,0.0,0.0,0.0,0.3359999999999998,0.0,0.0,0.0,0.9920000000000008,0.044,1.6280000000000006
6,1,42,0.0,0.0,0.0,0.0,0.0,0.7720000000000002,0.0,0.004,0.012,0.1520000000000001,0.9400000000000004
6,1,43,0.0,0.1640000000000001,0.6479999999999999,0.49600000000000044,0.0,0.0,0.0,0.0,0.0,0.2439999999999997,1.5520000000000003
6,1,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4000000000000003,0.4000000000000003
6,1,45,0.0,0.0,0.0,0.0,0.0,0.048,0.5920000000000001,0.0,0.4840000000000004,0.4519999999999999,1.5760000000000005
6,1,46,0.6719999999999997,0.0,0.24799999999999972,0.0,0.5280000000000005,0.0,0.0,0.0,0.1720000000000001,0.016,1.6360000000000001
6,1,47,0.0920000000000005,0.56,0.0,0.0,0.0,0.0,0.0,0.6319999999999997,0.3720000000000003,0.008,1.6640000000000006
6,1,49,0.6560000000000006,0.0,0.2000000000000001,0.0,0.0,0.2520000000000002,0.0,0.2119999999999997,0.0,0.1199999999999996,1.4400000000000002
6,1,53,0.02,0.0,0.02,0.0,0.4039999999999999,0.0,0.3680000000000002,0.0,0.5560000000000005,0.048,1.4160000000000008
6,1,54,0.0,0.0,0.3759999999999999,0.0,0.0,0.4600000000000003,0.0,0.2080000000000001,0.0,0.2840000000000002,1.3280000000000005
6,1,55,0.0,0.044,0.6720000000000006,0.0,0.0,0.1680000000000001,0.0,0.028,0.0,0.8239999999999997,1.7360000000000004
