,Unnamed: 0,Trial,AoI,Onset,Offset,Duration,Feature,Block
0,0,1,10.0,0.0,0.296,0.296,10.0,1
1,1,1,4.0,0.3,0.328,0.028,7.0,1
2,2,1,5.0,0.332,0.488,0.1559999999999999,3.0,1
3,3,1,10.0,0.492,0.496,0.004,10.0,1
4,4,1,2.0,0.5,1.352,0.8520000000000001,1.0,1
5,26,2,4.0,0.0,0.248,0.248,7.0,1
6,27,2,10.0,0.252,0.256,0.004,10.0,1
7,28,2,7.0,0.26,0.268,0.008,9.0,1
8,29,2,10.0,0.272,0.284,0.012,10.0,1
9,30,2,7.0,0.288,0.608,0.3199999999999999,9.0,1
10,31,2,8.0,0.612,1.024,0.412,1.0,1
11,55,3,10.0,0.004,0.032,0.028,10.0,1
12,56,3,8.0,0.036,0.168,0.132,2.0,1
13,57,3,10.0,0.172,0.3,0.1279999999999999,10.0,1
14,58,3,8.0,0.304,0.308,0.004,2.0,1
15,59,3,9.0,0.312,0.468,0.156,4.0,1
16,60,3,10.0,0.472,0.476,0.004,10.0,1
17,61,3,6.0,0.48,0.716,0.236,6.0,1
18,62,3,10.0,0.72,0.724,0.004,10.0,1
19,63,3,3.0,0.728,0.86,0.132,5.0,1
20,66,3,5.0,0.872,1.348,0.4760000000000001,1.0,1
21,83,4,7.0,0.0,0.236,0.236,7.0,1
22,84,4,10.0,0.24,0.244,0.004,10.0,1
23,85,4,4.0,0.248,0.292,0.0439999999999999,8.0,1
24,86,4,10.0,0.296,0.3,0.004,10.0,1
25,87,4,5.0,0.304,0.412,0.108,3.0,1
26,89,4,8.0,0.42,0.428,0.008,2.0,1
27,90,4,10.0,0.432,0.436,0.004,10.0,1
28,91,4,8.0,0.44,0.476,0.036,2.0,1
29,93,4,5.0,0.484,0.492,0.008,3.0,1
30,94,4,10.0,0.496,0.5,0.004,10.0,1
31,95,4,2.0,0.504,0.508,0.004,1.0,1
32,96,4,1.0,0.512,0.52,0.008,9.0,1
33,97,4,2.0,0.524,0.708,0.1839999999999999,1.0,1
34,98,4,1.0,0.712,1.0,0.288,9.0,1
35,112,5,5.0,0.0,0.176,0.176,2.0,1
36,113,5,10.0,0.18,0.184,0.004,10.0,1
37,114,5,4.0,0.188,0.192,0.004,8.0,1
38,115,5,10.0,0.196,0.2,0.004,10.0,1
39,116,5,1.0,0.204,0.436,0.2319999999999999,9.0,1
40,117,5,2.0,0.44,0.752,0.312,1.0,1
41,141,6,4.0,0.0,0.248,0.248,7.0,1
42,142,6,5.0,0.252,0.62,0.368,2.0,1
43,155,7,5.0,0.0,0.26,0.26,3.0,1
44,156,7,10.0,0.264,0.272,0.008,10.0,1
45,157,7,8.0,0.276,0.932,0.656,2.0,1
46,179,8,10.0,0.0,0.18,0.18,10.0,1
47,180,8,7.0,0.184,0.188,0.004,8.0,1
48,181,8,8.0,0.192,0.416,0.224,1.0,1
49,182,8,10.0,0.42,0.424,0.004,10.0,1
50,183,8,5.0,0.428,0.436,0.008,2.0,1
51,184,8,10.0,0.44,0.596,0.1559999999999999,10.0,1
52,185,8,5.0,0.6,0.78,0.18,2.0,1
53,188,8,7.0,0.792,1.156,0.3639999999999999,8.0,1
54,197,9,5.0,0.0,0.324,0.324,3.0,1
55,198,9,4.0,0.328,0.58,0.2519999999999999,9.0,1
56,199,9,10.0,0.584,0.596,0.012,10.0,1
57,200,9,8.0,0.6,0.616,0.016,2.0,1
58,201,9,10.0,0.62,0.784,0.164,10.0,1
59,202,9,5.0,0.788,0.796,0.008,3.0,1
60,204,9,2.0,0.804,0.94,0.136,1.0,1
61,205,9,10.0,0.944,0.948,0.004,10.0,1
62,206,9,5.0,0.952,0.956,0.004,3.0,1
63,208,9,8.0,0.964,3.204,2.24,2.0,1
64,212,10,10.0,0.0,0.036,0.036,10.0,1
65,213,10,5.0,0.04,0.056,0.016,1.0,1
66,214,10,10.0,0.06,0.228,0.168,10.0,1
67,215,10,5.0,0.232,0.244,0.0119999999999999,1.0,1
68,216,10,10.0,0.248,0.252,0.004,10.0,1
69,217,10,2.0,0.256,2.508,2.252,2.0,1
70,222,11,5.0,0.0,0.236,0.236,3.0,1
71,224,11,2.0,0.244,1.056,0.812,2.0,1
72,232,12,5.0,0.0,0.256,0.256,1.0,1
73,234,12,8.0,0.264,1.848,1.584,2.0,1
74,243,13,5.0,0.0,0.236,0.236,2.0,1
75,244,13,10.0,0.24,0.244,0.004,10.0,1
76,245,13,8.0,0.248,0.308,0.06,1.0,1
