,subj,iter,learning_rate_init,decay_rate_init,beta_value_choice_init,learning_rate,decay_rate,beta_value_choice,log_lik
85,44.0,1.0,0.0993242631135387,0.8282856996354417,4.355772407431279,0.0993242631135387,0.828285699635442,4.355772407431279,-18.070052043421004
86,44.0,2.0,0.8405116975746582,0.7850870814960729,4.0344717062740045,0.4619698675616827,0.7026200743016306,3.127248059357885,-16.440825562442033
87,44.0,3.0,0.716018045187281,0.07022685941902085,3.1012480657217694,0.4755174245302533,0.7191144487602418,3.05211979626956,-16.440442528764788
88,44.0,4.0,0.0473041924943578,0.8670500813059726,2.181913493767359,0.0473041924943578,0.8670500813059727,2.18191349376736,-20.271346995661396
89,44.0,5.0,0.2610300407415702,0.3443903270256312,2.8809308982604165,0.4755861045665388,0.6693695133813082,3.0468003578821974,-16.43039692424926
90,45.0,1.0,0.6561736947457596,0.43452460078535393,4.497788026344342,0.0830523891343611,0.20084316110126038,15.763525773383176,-9.410466029321865
91,45.0,2.0,0.2663794279703028,0.644797503343894,4.211851809669772,0.0919582302509895,0.22199872100110923,15.237076774398485,-9.667099168518018
92,45.0,3.0,0.2731932089234298,0.10990091120304646,2.8005726248369416,0.08305281448391456,0.20084243527846088,15.763446013003025,-9.410457055209784
93,45.0,4.0,0.21957315831080293,0.023378284711862207,2.818604668957154,0.08305259727371106,0.20084272324048227,15.763478558102923,-9.410456049116766
94,45.0,5.0,0.8688616366907087,0.13788295680620444,3.3702193610750353,0.20134249939231733,0.9720885090991965,9.367519705585217,-10.562833926280565
95,46.0,1.0,0.2199750349814995,0.29054632403531744,3.8239429840755093,0.10240821832276656,0.2763336566954774,7.754466403742869,-14.617006266720475
96,46.0,2.0,0.3584719822043644,0.12487564059814305,2.9305522712788634,0.10240873101687495,0.2763331684485587,7.754419198434654,-14.61699748986085
97,46.0,3.0,0.8381527581872457,0.06891497255372647,4.132129374459863,0.12277652228922671,0.32035176897094403,7.307908903472635,-14.761627555036048
98,46.0,4.0,0.5869060296313812,0.4414434967498333,2.2475077283917297,0.10240804069885472,0.2763327378313655,7.7544769828529185,-14.61700220694757
99,46.0,5.0,0.7790018311940855,0.28006870361311287,4.562842618384292,0.10240834392331881,0.27633412521561873,7.7544625063664885,-14.61701090810335
100,47.0,1.0,0.25361947808881113,0.7348910401449587,3.8642061734465116,0.25361947808881113,0.7348910401449587,3.864206173446513,-11.35115747264039
101,47.0,2.0,0.4579380603727431,0.25954776191800855,4.8283196310883625,0.15918880484372688,0.4159948064441029,8.24867044742021,-9.924603761632055
102,47.0,3.0,0.8350524598893434,0.740314120861479,3.961273972365555,0.15918768758026852,0.4159913406676911,8.248779691044792,-9.924600708435872
103,47.0,4.0,0.2783485579399455,0.2295618810119513,3.105707487139813,0.15918778337088293,0.4159912994175725,8.24877865937622,-9.924598235013162
104,47.0,5.0,0.38968434475011016,0.5093147160642806,2.6105054600175723,0.1591876321139361,0.41599123634054697,8.248781893913456,-9.924597376123526
105,49.0,1.0,0.11155342070718444,0.9377397932629893,4.393182604476495,0.11155342070718444,0.9377397932629895,4.393182604476494,-13.070025956654046
106,49.0,2.0,0.5187822296199417,0.9596850717939568,3.514301433807799,0.05644941154539888,0.345324694220642,21.153243872744945,-9.79110205080799
107,49.0,3.0,0.2941466642920051,0.46063877344166804,3.313643268481407,0.056449194540841366,0.3453259972690192,21.15330536367825,-9.791107621659787
108,49.0,4.0,0.10695255141459215,0.12480533057219878,3.107115346192387,0.10203434922346037,0.14545657051007024,4.817805538870012,-14.009528476063306
109,49.0,5.0,0.4395640489129906,0.9171850994571631,2.023721662924588,0.05645186767827581,0.3453260333236409,21.152400845768604,-9.7911025721005
110,53.0,1.0,0.7048822284766632,0.8291893116203622,2.7682002588217145,0.13395212529209935,0.3563085027288353,8.657245238740288,-11.797970333608411
111,53.0,2.0,0.9989155754976851,0.8386175405571882,4.880260218517545,0.2053949568221603,0.5487439813529053,7.1385015606991145,-12.239978122739327
112,53.0,3.0,0.7944344161128941,0.5827352292441855,4.187510764616397,0.16586880511061702,0.4545070440819446,8.046592146230926,-12.018891892358127
113,53.0,4.0,0.5250774114672819,0.7948929934085459,3.275392660126701,0.1339524861590217,0.3563081008695647,8.657226668255934,-11.797969739465525
114,53.0,5.0,0.7442967721315596,0.47745576027159686,3.4322839272519086,0.20936266648658747,0.5681990643201356,7.256772667108136,-12.434924398178529
115,54.0,1.0,0.3310345223818322,0.44992992025827905,4.622601957416643,0.15125545871207793,0.3221311956944713,9.107824790185255,-11.765394917884855
116,54.0,2.0,0.2662858084179055,0.5961281778214863,4.533043119099118,0.2662858084179055,0.5961281778214862,4.533043119099118,-12.51840510433657
117,54.0,3.0,0.5565446621949934,0.8392488991098174,4.151757361377728,0.15125567319076608,0.32213168220189903,9.107827760178576,-11.765395304090069
118,54.0,4.0,0.21876233252573607,0.5444100628793628,2.3201233267859345,0.21876233252573613,0.5444100628793629,2.320123326785934,-15.223991717476983
119,54.0,5.0,0.40009907444760984,0.8255418835518165,3.4777385570822608,0.1512552391480562,0.32213135288824957,9.107825560742473,-11.765398610193312
120,55.0,1.0,0.0068566291018209435,0.24693338520145625,3.2380115024033143,0.0068566291018209435,0.24693338520145627,3.238011502403316,-20.67329085335171
121,55.0,2.0,0.16889432668756166,0.8225108084820393,2.5844568781362094,0.1688943266875617,0.8225108084820395,2.584456878136209,-14.56794692127606
122,55.0,3.0,0.2519439999307119,0.15473759701544287,3.1962397375016764,0.24669950312350789,0.16220080265998849,3.4791116151859747,-12.641486665903603
123,55.0,4.0,0.4942756194737241,0.06825499327955986,3.5498372671868506,0.14298667439503943,0.3053539635612397,9.273872714728528,-10.890837917353696
124,55.0,5.0,0.312458769587453,0.5166266709904783,4.264730658334665,0.14298687914308067,0.30535437494692586,9.273853529824486,-10.890835551446628
125,57.0,1.0,0.8433103967775853,0.6634008170730995,4.255954458124156,0.2988976834213094,0.8006208807131762,6.309707451984211,-11.297753690593813
126,57.0,2.0,0.5136712994566044,0.2784288749352899,3.7857919200959644,0.137388766230449,0.4329009425986709,10.602405234957748,-9.931339619488146
127,57.0,3.0,0.15958170623305756,0.42500273670687005,4.957930644076409,0.15958170623305756,0.42500273670686994,4.957930644076411,-11.181354263510348
128,57.0,4.0,0.5835506961573461,0.12250499636242052,2.6726715484323416,0.13738571135907127,0.43289793498265733,10.602537586548788,-9.93133731501268
129,57.0,5.0,0.6957099923789661,0.04881224012248453,4.462583195329719,0.2989340512854295,0.774182916633028,6.420792252923343,-11.25718717471189
130,60.0,1.0,0.5242277202298821,0.4023255325926741,2.327434671066148,0.16078948454336758,0.4333227674456811,8.72499958964158,-11.68229405917187
131,60.0,2.0,0.3351090298896886,0.8122917654800668,4.591540175825229,0.16078919780823236,0.43332381521936547,8.725032331491223,-11.682292763242241
132,60.0,3.0,0.6327191394759217,0.06860600828377383,2.4443324730177056,0.16078927131949647,0.43332243477392496,8.724995943310164,-11.682295327163128
133,60.0,4.0,0.21644032042146966,0.5632376939972957,4.108804833397833,0.2164403204214697,0.5632376939972958,4.108804833397832,-12.751520190501138
134,60.0,5.0,0.4955705815127561,0.6887286357737312,3.2329099679981006,0.16078937360738893,0.43332260525276106,8.725002510327988,-11.682293202295233
135,61.0,1.0,0.521751499119082,0.41861424799766045,2.34176155399352,0.2198918540838996,0.37036526873989273,7.176861793280892,-11.960470005749567
136,61.0,2.0,0.8403825500592701,0.32564295871187043,3.016286236731111,0.23412566824898332,0.4017792255289933,6.975589733610444,-12.18798070058909
137,61.0,3.0,0.9887255557814093,0.715672682114898,3.7840828563500666,0.23371254876584263,0.4217229467368183,6.978997462684708,-12.055214758775007
138,61.0,4.0,0.17177062910534635,0.3169835419005498,4.787967295306688,0.1717706291053464,0.3169835419005498,4.787967295306687,-12.705020927968501
139,61.0,5.0,0.5588111006916738,0.6165250646198871,4.338482734339144,0.2198917338017027,0.37036471125024006,7.176858834877116,-11.960470028933887
140,62.0,1.0,0.5181417669826249,0.935003320035708,3.532039725294732,0.16682507725656606,0.4153796267966026,6.757228349921287,-15.014560268366527
141,62.0,2.0,0.7848294165937956,0.4388935222363193,2.0613091333495275,0.1668245126933677,0.41537905763467703,6.757235796725341,-15.014563952847661
142,62.0,3.0,0.7318146158058599,0.7754305840201358,3.3125448563408684,0.27618046047664846,0.7870404565395572,4.7240398225703935,-15.938263187102422
143,62.0,4.0,0.5178231913311573,0.03655191318854922,2.611861267630293,0.1668252532510123,0.4153794318128434,6.757226388992606,-15.0145632233384
144,62.0,5.0,0.40804801535378066,0.6013451023415954,3.5871146734128896,0.16682591515780734,0.4153805361086496,6.757206883609183,-15.014560658276844
145,63.0,1.0,0.9073802617302915,0.7999415575425831,3.088408434609956,0.33402335157956203,0.7430464483814753,6.358095527697832,-11.069341515762826
